
Name,Latitude,LatDir,Longitude,LonDir,Code,LatDecimal,LonDecimal
Pechao,3703,N,00751,W,PECHA,37.05,-7.85
Pegoes,3840,N,00836,W,PGOES,38.666667,-8.6
Penacova,4016,N,00816,W,PCOVA,40.266667,-8.266667
Penafiel,4112,N,00817,W,PFIEL,41.2,-8.283333
Penamancor,4010,N,00710,W,PACOR,40.166667,-7.166667
Penedono,4059,N,00723,W,PDONO,40.983333,-7.383333
Penela,4001,N,00823,W,PNELA,40.016667,-8.383333
Peniche,3921,N,00921,W,PICHE,39.35,-9.35
Pereira (Montemor O Velho),4011,N,00834,W,PEREI,40.183333,-8.566667
Pias,3801,N,00728,W,PIAS,38.016667,-7.466667
Picote,4124,N,00621,W,PICOT,41.4,-6.35
Pinhal Novo,3838,N,00854,W,PNOVO,38.633333,-8.9
Pinhao,4111,N,00732,W,PINHA,41.183333,-7.533333
Pinheiro Da Bemposta,4047,N,00829,W,PBEMP,40.783333,-8.483333
Pinhel,4046,N,00704,W,PNHEL,40.766667,-7.066667
Poceirao,3838,N,00844,W,PORAO,38.633333,-8.733333
Pomarao,3733,N,00731,W,POMAR,37.55,-7.516667
Pombal,3954,N,00837,W,POMBL,39.9,-8.616667
Ponte 25 Abril,3841,N,00910,W,P25AB,38.683333,-9.166667
Ponte Da Barca,4148,N,00824,W,PARCA,41.8,-8.4
Ponte De Lima,4145,N,00834,W,PLIMA,41.75,-8.566667
Ponte De Sor,3914,N,00800,W,PTSOR,39.233333,-8.0
Ponte Do Freixo (Porto),4108,N,00834,W,FREXO,41.133333,-8.566667
Ponte Vasco Da Gama,3847,N,00905,W,PGAMA,38.783333,-9.083333
Portalegre,3917,N,00725,W,PLGRE,39.283333,-7.416667
Portel,3818,N,00742,W,PRTEL,38.3,-7.7
Portimao Ad,3708,N,00832,W,PTMAO,37.133333,-8.533333
Porto (Cidade),4109,N,00836,W,PORTO,41.15,-8.6
Porto Covo,3751,N,00847,W,PCOVO,37.85,-8.783333
Porto Das Barcas,3733,N,00847,W,PBARC,37.55,-8.783333
Porto De Leixoes,4111,N,00842,W,PORLX,41.183333,-8.7
Porto De Mos,3936,N,00849,W,PMOS,39.6,-8.816667
Povoa Do Lanhoso,4134,N,00816,W,PLANH,41.566667,-8.266667
Povoa Do Varzim,4122,N,00845,W,PVARZ,41.366667,-8.75
Praia Da Falesia,3705,N,00811,W,PFALE,37.083333,-8.183333
Praia Da Luz,3705,N,00843,W,PLUZ,37.083333,-8.716667
Praia Da Oura,3705,N,00813,W,POURA,37.083333,-8.216667
Praia Da Rocha,3707,N,00832,W,PROCH,37.116667,-8.533333
Praia Das Macas,3849,N,00928,W,PMACA,38.816667,-9.466667
Praia De Faro,3700,N,00759,W,PFARO,37.0,-7.983333
Praia Dos Arrifes,3704,N,00816,W,PARRI,37.066667,-8.266667
Praia Grande,3848,N,00928,W,PGRAN,38.8,-9.466667
Praia Olhos Agua (Algarve),3705,N,00811,W,PAGUA,37.083333,-8.183333
Praia Verde,3710,N,00728,W,PVERD,37.166667,-7.466667
Proenca-A-Nova,3945,N,00755,W,PNOVA,39.75,-7.916667
Quarteira,3704,N,00806,W,QUART,37.066667,-8.1
Queira,4041,N,00803,W,QUEIR,40.683333,-8.05
Quelfes,3703,N,00749,W,QUELF,37.05,-7.816667
Queluz,3845,N,00915,W,QUELZ,38.75,-9.25
Quiaios,4012,N,00850,W,QUIAI,40.2,-8.833333
Ralis,3846,N,00907,W,RALIS,38.766667,-9.116667
Raposa,3906,N,00834,W,RPOSA,39.1,-8.566667
Rates,4125,N,00840,W,RATES,41.416667,-8.666667
Rebordelo,4144,N,00709,W,REBOR,41.733333,-7.15
Redondo,3838,N,00732,W,RDOND,38.633333,-7.533333
Regua,4109,N,00747,W,REGUA,41.15,-7.783333
Reguengos De Monsaraz,3825,N,00732,W,RGRAZ,38.416667,-7.533333
Resende,4106,N,00757,W,RESEN,41.1,-7.95
Riba DAve,4123,N,00823,W,RIBAV,41.383333,-8.383333
Ribeira De Pena,4131,N,00747,W,RPENA,41.516667,-7.783333
Rio Maior,3920,N,00856,W,RIMOR,39.333333,-8.933333
Rio Mau,4124,N,00841,W,RIMAU,41.4,-8.683333
Rosmaninhal,3943,N,00705,W,ROSMA,39.716667,-7.083333
S. Bartolomeu,3922,N,00756,W,SBART,39.366667,-7.933333
S. Bartolomeu De Messines,3715,N,00817,W,SBMES,37.25,-8.283333
S. Bras De Alportel,3709,N,00753,W,SBRAS,37.15,-7.883333
S. Cosmado,4103,N,00738,W,SCOSM,41.05,-7.633333
S. Cristovao,3829,N,00818,W,SCRIS,38.483333,-8.3
S. Geraldo,3845,N,00811,W,SGERA,38.75,-8.183333
S. Jacinto,4039,N,00843,W,SJACI,40.65,-8.716667
S. Joao Da Madeira,4053,N,00829,W,SJMAD,40.883333,-8.483333
S. Joao Da Venda,3704,N,00758,W,SJVEN,37.066667,-7.966667
S. Mancos,3827,N,00744,W,SNCOS,38.45,-7.733333
S. Marcos Da Serra,3721,N,00822,W,SMRRA,37.35,-8.366667
S. Martinho Da Cortica,4016,N,00809,W,SMCOR,40.266667,-8.15
S. Martinho Do Porto,3930,N,00908,W,SMPOR,39.5,-9.133333
S. Miguel De Machede,3838,N,00743,W,SMEDE,38.633333,-7.716667
S. Pedro De Moel,3945,N,00901,W,SMOEL,39.75,-9.016667
S. Pedro Do Sul,4045,N,00803,W,SPSUL,40.75,-8.05
S. Romao Do Coronado,4116,N,00833,W,SRCOR,41.266667,-8.55
S. Teotonio,3730,N,00842,W,STEOT,37.5,-8.7
S. Vicente Da Beira,4002,N,00733,W,SVBRA,40.033333,-7.55
S.João Da Pesqueira,4108,N,00724,W,SJPES,41.133333,-7.4
Sabrosa,4115,N,00734,W,SBROS,41.25,-7.566667
Sabugal,4021,N,00705,W,SABUG,40.35,-7.083333
Sado (Rio),3821,N,00830,W,SADO,38.35,-8.5
Sagres,3700,N,00856,W,SAGRE,37.0,-8.933333
Salamonde,4140,N,00805,W,SALAM,41.666667,-8.083333
Salvada,3756,N,00746,W,SALVA,37.933333,-7.766667
Salvaterra De Magos,3901,N,00847,W,SMAGO,39.016667,-8.783333
Samora Correia,3855,N,00852,W,SAMOR,38.916667,-8.866667
Santa Cruz,3908,N,00922,W,SCRUZ,39.133333,-9.366667
Santa Eulalia,4055,N,00816,W,SALIA,40.916667,-8.266667
Santa Margarida Ad Militar,3924,N,00817,W,SMARG,39.4,-8.283333
Santa Maria Da Feira (Localidade),4055,N,00832,W,FEIRA,40.916667,-8.533333
Santa Marta De Penaguiao,4112,N,00747,W,SMPEN,41.2,-7.783333
Santana Da Serra,3730,N,00818,W,SANTS,37.5,-8.3
Santarem,3914,N,00841,W,SAREM,39.233333,-8.683333
Santiago De Cacem,3800,N,00841,W,STCEM,38.0,-8.683333
Santo Aleixo Da Restauracao,3804,N,00709,W,SEIXO,38.066667,-7.15
Santo Estevao,3852,N,00842,W,SESTV,38.866667,-8.7
Santo Tirso,4120,N,00828,W,STIRS,41.333333,-8.466667
Sardoal,3932,N,00809,W,SARDL,39.533333,-8.15
Sarzedas,3951,N,00741,W,SARZD,39.85,-7.683333
Seia,4025,N,00742,W,SEJA,40.416667,-7.7
Seixal,3838,N,00906,W,SEIXL,38.633333,-9.1
Sernancelhe,4053,N,00729,W,SNCEL,40.883333,-7.483333
Serpa,3756,N,00735,W,SERPA,37.933333,-7.583333
Serra Da Carregueira (Tangos),3924,N,00822,W,SCARR,39.4,-8.366667
Serra Da Estrela,4019,N,00735,W,SESTR,40.316667,-7.583333
Serra De Alvelos,3954,N,00800,W,SALVE,39.9,-8.0
Serra De Montejunto,3909,N,00903,W,SMONT,39.15,-9.05
Serra De Montemuro,4057,N,00801,W,SMURO,40.95,-8.016667
Serra De S. Mamede,3919,N,00719,W,SMAME,39.316667,-7.316667
Serra Do Pilar,4108,N,00836,W,SPLAR,41.133333,-8.6
Serra Dos Candeeiros,3926,N,00855,W,SCAND,39.433333,-8.916667
Serta,3948,N,00805,W,SERTA,39.8,-8.083333
Sesimbra,3826,N,00906,W,SMBRA,38.433333,-9.1
Setubal,3830,N,00853,W,STBAL,38.5,-8.883333
Sever Do Vouga,4044,N,00822,W,SEVER,40.733333,-8.366667
Silvares,4008,N,00740,W,SILVR,40.133333,-7.666667
Sintra (Povoacao),3847,N,00923,W,SINTR,38.783333,-9.383333
Sobral De Monte Agraco,3901,N,00909,W,SBRAL,39.016667,-9.15
Soure,4003,N,00837,W,SOURE,40.05,-8.616667
Sousel,3857,N,00740,W,SOUZL,38.95,-7.666667
Tabua,4021,N,00801,W,TABUA,40.35,-8.016667
Tabuaco,4107,N,00734,W,TBACO,41.116667,-7.566667
Tangos Ad,3928,N,00821,W,TANCS,39.466667,-8.35
Tarouca,4101,N,00746,W,TAROC,41.016667,-7.766667
Tavira,3707,N,00739,W,TAVIR,37.116667,-7.65
Teloes,4127,N,00741,W,TELOE,41.45,-7.683333
Terras De Bouro,4143,N,00818,W,TBOUR,41.716667,-8.3
Terreiro Do Paco,3842,N,00907,W,TPACO,38.7,-9.116667
Tocha,4018,N,00845,W,TOCHA,40.3,-8.75
Tomar,3936,N,00824,W,TOMAR,39.6,-8.4
Tondela,4030,N,00804,W,TDELA,40.5,-8.066667
Torrao (Barragem),3814,N,00817,W,TRRAO,38.233333,-8.283333
Torre (Serra Da Estrela),4019,N,00736,W,TORRE,40.316667,-7.6
Torre Da Gadanha,3834,N,00817,W,GDANH,38.566667,-8.283333
Torre Das Vargens,3918,N,00754,W,VARGE,39.3,-7.9
Torre De Controlo Maritimo,3841,N,00914,W,TOMAR,38.683333,-9.233333
Torre De Moncorvo,4110,N,00703,W,TCORV,41.166667,-7.05
Torreira,4045,N,00842,W,TOREI,40.75,-8.7
Torres Novas,3928,N,00832,W,TNOVA,39.466667,-8.533333
Torres Vedras,3905,N,00915,W,TVEDR,39.083333,-9.25
Trafaria,3840,N,00913,W,TRAFR,38.666667,-9.216667
Trofa,4120,N,00833,W,TROFA,41.333333,-8.55
Troia,3829,N,00854,W,TROIA,38.483333,-8.9
Zambujal – Pinheiro,3830,N,08420,W,ZAMBJ,38.5,-84.333333
Zambujeira Do Mar,3730,N,00846,W,ZAMBU,37.5,-8.766667
Zibreira,3929,N,00836,W,ZIBRE,39.483333,-8.6
Vagos,4033,N,00841,W,VAGOS,40.55,-8.683333
Valadares,4105,N,00837,W,VALAD,41.083333,-8.616667
Vale Da Mua,3935,N,00755,W,VDMUA,39.583333,-7.916667
Vale Da Telha (Aljezur),3718,N,00851,W,VTELH,37.3,-8.85
Vale De Acor,3914,N,00755,W,VACOR,39.233333,-7.916667
Vale De Cambra,4050,N,00823,W,VCAMB,40.833333,-8.383333
Vale De Lobo,3703,N,00803,W,VLOBO,37.05,-8.05
Valenca,4201,N,00838,W,VALEN,42.016667,-8.633333
Valongo,4111,N,00829,W,VALON,41.183333,-8.483333
Valpacos,4136,N,00718,W,VALPA,41.6,-7.3
Valverde,3831,N,00801,W,VALVE,38.516667,-8.016667
Veiros,3857,N,00730,W,VEIRO,38.95,-7.5
Venda Do Pinheiro,3855,N,00913,W,VPINH,38.916667,-9.216667
Venda Nova (Braga),4140,N,00757,W,VNOVA,41.666667,-7.95
Vendas Novas,3840,N,00827,W,VOVAS,38.666667,-8.45
Viana Do Alentejo,3820,N,00800,W,VIAAL,38.333333,-8.0
Viana Do Castelo,4141,N,00849,W,VIANA,41.683333,-8.816667
Vidago,4138,N,00734,W,VIDAG,41.633333,-7.566667
Vidigueira,3812,N,00748,W,VIDIG,38.2,-7.8
Vieira Do Minho,4138,N,00808,W,VIEMI,41.633333,-8.133333
Vila Do Bispo,3704,N,00854,W,VIBIS,37.066667,-8.9
Vila Do Conde,4121,N,00844,W,VCOND,41.35,-8.733333
Vila Flor,4118,N,00709,W,VFLOR,41.3,-7.15
Vila Franca De Xira,3857,N,00859,W,VXIRA,38.95,-8.983333
Vila Nova De Cerveira,4156,N,00844,W,VNCER,41.933333,-8.733333
Vila Nova De Foz Coa,4104,N,00708,W,VNCOA,41.066667,-7.133333
Vila Nova De Milfontes,3743,N,00847,W,VNMIL,37.716667,-8.783333
Vila Nova De Paiva,4051,N,00743,W,VNPAI,40.85,-7.716667
Vila Nova De Poiares,4012,N,00815,W,VNPOI,40.2,-8.25
Vila Nova De Tazem,4030,N,00742,W,VAZEN,40.5,-7.7
Vila Pouca De Aguiar,4130,N,00738,W,VPIAR,41.5,-7.633333
Vila Praia De Ancora,4148,N,00850,W,VPANC,41.8,-8.833333
Vila Real,4117,N,00744,W,VREAL,41.283333,-7.733333
Vila Real De Santo Antonio,3711,N,00724,W,VRSAN,37.183333,-7.4
Vila Velha De Rodao,3939,N,00740,W,VVROD,39.65,-7.666667
Vila Verde – Braga,4139,N,00826,W,VVERD,41.65,-8.433333
Vila Vicosa,3846,N,00725,W,VILVI,38.766667,-7.416667
Vilamoura (Marina),3704,N,00807,W,VLMRA,37.066667,-8.116667
Vilar Da Macada,4119,N,00733,W,VILMA,41.316667,-7.55
Vilar De Luz Ad,4117,N,00830,W,VILUZ,41.283333,-8.5
Vilar Formoso,4036,N,00649,W,VIFOR,40.6,-6.816667
Vimieiro,3849,N,00750,W,VMIEI,38.816667,-7.833333
Vimioso,4135,N,00631,W,VIMIO,41.583333,-6.516667
Vinhais,4149,N,00700,W,VINHA,41.816667,-7.0
Viseu,4039,N,00754,W,VISEU,40.65,-7.9
Vizela,4122,N,00818,W,VIZEL,41.366667,-8.3
Vouzela,4043,N,00806,W,VIELA,40.716667,-8.1
